condition	locus_id	pool_error_count	gdna_truth	mrna_truth	nrna_truth	locus_span_bp	n_transcripts	n_nrna_entities	n_genes	mrna	nrna	gdna	gdna_rate	gdna_prior	gdna_eff_len_per_bp	pool_error_fraction
gdna_med_ss_0.99_nrna_low	7	2228	30	2198	0	1284	2	2	1	2228.0	0.0	170.0	0.07089241034195162	0.04322375075530911	1.269358923232051	1.0
gdna_low_ss_0.99_nrna_high	7	2217	8	2209	0	1284	2	2	1	2217.0	0.0	86.0	0.03734259661311333	0.038360606752317124	1.2359776797738413	1.0
gdna_low_ss_0.50_nrna_low	21	2216	318	78618	3821	32111	7	3	2	80228.0	2529.0	3997.0	0.046072803559490054	0.02863453870613544	1.0104060073917662	0.026777191053324795
gdna_low_ss_0.50_nrna_low	7	2214	14	2200	0	1284	2	2	1	2214.0	0.0	87.0	0.03780964797913951	0.02529448699260791	1.2603211404317418	1.0
gdna_zero_ss_0.99_nrna_high	7	2212	0	2212	0	1284	2	2	1	2212.0	0.0	40.0	0.017761989342806393	0.03556989251463334	1.1949090226465182	1.0
gdna_high_ss_0.99_nrna_low	7	2209	58	2151	0	1284	2	2	1	2209.0	0.0	388.0	0.14940315748941085	0.07602715433371035	1.2710796484733276	1.0
gdna_med_ss_0.99_nrna_high	7	2205	25	2180	0	1284	2	2	1	2205.0	0.0	192.0	0.08010012515644556	0.06203869726132264	1.2585353502822305	1.0
gdna_zero_ss_0.50_nrna_low	7	2203	0	2203	0	1284	2	2	1	2203.0	0.0	49.0	0.021758436944937832	0.02096103112003083	1.1981053357293254	1.0
gdna_med_ss_0.50_nrna_low	7	2203	47	2156	0	1284	2	2	1	2203.0	0.0	195.0	0.08131776480400334	0.051832518957602214	1.269358923232051	1.0
gdna_high_ss_0.99_nrna_high	7	2200	47	2153	0	1284	2	2	1	2200.0	0.0	390.0	0.15057915057915058	0.09319155066554147	1.2649923204592382	1.0
gdna_high_ss_0.99_nrna_zero	7	2200	44	2156	0	1284	2	2	1	2200.0	0.0	392.0	0.15123456790123457	0.07003961738075583	1.2729493918142165	1.0
gdna_high_ss_0.50_nrna_low	7	2185	87	2098	0	1284	2	2	1	2185.0	0.0	412.0	0.15864458991143626	0.08370974595006449	1.2710796484733276	1.0
gdna_high_ss_0.50_nrna_zero	7	2177	68	2109	0	1284	2	2	1	2177.0	0.0	415.0	0.16010802469135801	0.0706187776514019	1.2729493918142165	1.0
gdna_zero_ss_0.99_nrna_high	30	2154	0	23413	4965	24025	9	3	1	23501.0	4877.0	907.0	0.030971487109441694	0.022509687637798054	0.9793495825981099	0.0759038691944464
gdna_zero_ss_0.99_nrna_low	15	2145	0	178683	15092	56271	19	8	2	180784.0	12991.0	241.0	0.0012421655945901368	0.0011436958778541398	1.0045002649578638	0.011069539414269126
gdna_med_ss_0.50_nrna_high	7	2112	27	2085	0	1284	2	2	1	2112.0	0.0	285.0	0.11889862327909888	0.1076780177807127	1.2585353502822305	1.0
gdna_low_ss_0.50_nrna_high	7	2092	14	2078	0	1284	2	2	1	2092.0	0.0	211.0	0.09161962657403387	0.09039959105014975	1.2359776797738413	1.0
gdna_high_ss_0.50_nrna_high	7	2091	76	2015	0	1284	2	2	1	2091.0	0.0	499.0	0.19266409266409265	0.13334855902420614	1.2649923204592382	1.0
gdna_med_ss_0.99_nrna_high	6	2090	422	12041	3285	18499	14	7	1	12521.0	3227.0	3095.0	0.16425197686143395	0.11764636383618712	1.0179439447764007	0.13271526543053086
gdna_zero_ss_0.50_nrna_low	15	2085	0	176158	2085	56271	19	8	2	178243.0	0.0	15773.0	0.08129741876958602	0.0106461394749885	0.7634108159153119	0.011697514067873633
gdna_zero_ss_0.50_nrna_low	41	2063	0	92208	2063	19206	15	5	1	94271.0	0.0	12174.0	0.11436892291793885	0.008676349952872024	1.0132249308658203	0.021883718216630776
gdna_zero_ss_0.99_nrna_high	25	2060	0	9712	9115	55480	11	4	2	9532.0	9295.0	1282.0	0.0637525486100751	0.04613938951188026	0.8266529429339953	0.10941732618048547
gdna_low_ss_0.50_nrna_high	43	2054	58	13250	2429	10807	9	4	2	14475.0	1262.0	5305.0	0.25211481798308144	0.11342998171463826	1.0280350556987166	0.13052042956090742
gdna_zero_ss_0.50_nrna_high	7	2001	0	2001	0	1284	2	2	1	2001.0	0.0	251.0	0.11145648312611012	0.10330636606079577	1.1949090226465182	1.0
gdna_high_ss_0.50_nrna_high	27	1962	542	70149	1420	31751	13	4	1	72111.0	0.0	17822.0	0.19816974859061745	0.1513209464799086	1.0107157617165075	0.027208054249698382
gdna_low_ss_0.99_nrna_high	6	1955	106	12285	3711	18499	14	7	1	12560.0	3542.0	1301.0	0.07475722576567259	0.05267950525429343	1.016377009212979	0.1214134890075767
gdna_zero_ss_0.99_nrna_high	6	1873	0	12373	3873	18499	14	7	1	12540.0	3706.0	695.0	0.041024732896523225	0.0315066200185369	1.0135242548999261	0.11528991751815831
gdna_low_ss_0.50_nrna_high	21	1872	134	75472	1880	32111	7	3	2	77342.0	144.0	12399.0	0.1379429270734828	0.08545125202147327	0.9196354153882283	0.024159202952791472
gdna_med_ss_0.50_nrna_high	27	1759	279	70551	1480	31751	13	4	1	72310.0	0.0	14413.0	0.16619581887157964	0.11945384184554896	1.0104542843930662	0.02432581938874291
gdna_zero_ss_0.50_nrna_high	20	1706	0	75757	1706	32111	7	3	2	77463.0	0.0	11614.0	0.13038157998136443	0.059229577325989824	0.6585816142524551	0.022023417631643494
gdna_zero_ss_0.50_nrna_low	20	1682	0	77341	1682	32111	7	3	2	79023.0	0.0	6859.0	0.07986539670710975	0.020033186428090603	1.0079017207039964	0.021284942358553837
gdna_low_ss_0.50_nrna_high	27	1552	79	70605	1473	31751	13	4	1	72157.0	0.0	12271.0	0.14534277727768039	0.09481483444984297	1.0095407947646886	0.021508654738971966
gdna_high_ss_0.50_nrna_high	32	1523	449	21347	1074	24025	9	3	1	22870.0	0.0	11311.0	0.3309148357274509	0.2827121564106144	1.0141619020905805	0.06659379099256668
gdna_zero_ss_0.50_nrna_high	26	1496	0	70156	1496	31751	13	4	1	71652.0	0.0	11916.0	0.1425904652498564	0.08857799495157612	1.0078777094371913	0.020878691453134594
gdna_zero_ss_0.50_nrna_high	40	1459	0	12289	1459	10807	9	4	2	13748.0	0.0	6991.0	0.3370943632769179	0.11523382110010347	1.0231535153607159	0.10612452720395694
gdna_med_ss_0.50_nrna_high	32	1331	273	21586	1058	24025	9	3	1	22917.0	0.0	8957.0	0.2810127376545147	0.22976464164797641	1.0138164589538317	0.05807915521228782
gdna_high_ss_0.50_nrna_high	6	1310	377	10540	933	18499	14	7	1	11850.0	0.0	8921.0	0.42949304318521014	0.35573949643141595	1.0183924663517452	0.11054852320675106
gdna_high_ss_0.50_nrna_high	26	1303	432	7749	871	55480	11	4	2	9052.0	0.0	22255.0	0.7108633851854218	0.7326448774930978	1.0061323946443383	0.14394608926204153
gdna_high_ss_0.99_nrna_high	10	1302	443	8342	2235	11338	5	2	1	8655.0	2365.0	3321.0	0.23157380935778538	0.16522101780928738	1.0248232796444985	0.11814882032667877
gdna_zero_ss_0.99_nrna_high	10	1267	0	8612	3156	11338	5	2	1	8339.0	3429.0	199.0	0.016629063257290883	0.012723244470240936	0.6934298291062727	0.10766485384092454
gdna_high_ss_0.99_nrna_high	1	1211	618	4564	2404	24255	5	1	1	4857.0	2729.0	6762.0	0.4712851965430722	0.3569543096115344	0.9795058634886818	0.15963617189559715
gdna_med_ss_0.99_nrna_high	10	1185	256	8441	2597	11338	5	2	1	8607.0	2687.0	1831.0	0.1395047619047619	0.09680265645690109	1.0292777390963772	0.10492296794758278
gdna_high_ss_0.50_nrna_zero	21	1181	1181	77440	0	32111	7	3	2	78621.0	0.0	7660.0	0.08877968498278879	0.08241760663343746	1.0109137453522132	0.015021431932944125
gdna_med_ss_0.50_nrna_high	6	1130	206	10701	924	18499	14	7	1	11831.0	0.0	7012.0	0.3721275805338853	0.2970224814535461	1.0179439447764007	0.0955117910573916
gdna_low_ss_0.50_nrna_high	32	1125	69	21626	1056	24025	9	3	1	22751.0	0.0	7170.0	0.23963102837472008	0.18988060907902207	1.0126096316856685	0.04944837589556503
gdna_med_ss_0.99_nrna_high	1	1119	478	4622	3072	24255	5	1	1	4769.0	3403.0	3756.0	0.3148893360160966	0.2364364394342159	1.0136854353565068	0.13693098384728342
gdna_med_ss_0.50_nrna_high	26	1103	240	8061	863	55480	11	4	2	9164.0	0.0	16557.0	0.6437152521286109	0.6775060755169577	1.0059825918617251	0.12036228721082497
gdna_low_ss_0.99_nrna_high	10	1095	88	8572	2920	11338	5	2	1	8677.0	2903.0	682.0	0.05561898548360789	0.03843686250905457	1.0267219707357436	0.09455958549222798
gdna_high_ss_0.99_nrna_low	5	1051	598	10331	1190	36477	13	5	1	10790.0	1329.0	9582.0	0.44154647251278745	0.3385475438307216	1.0068085723158877	0.08672332700717882
gdna_med_ss_0.99_nrna_low	5	1050	497	10613	1851	36477	13	5	1	10866.0	2095.0	5081.0	0.28162066289768317	0.20432928539766765	1.0004359780654988	0.08101226757194661
gdna_zero_ss_0.50_nrna_high	30	1046	0	21133	1046	24025	9	3	1	22179.0	0.0	7106.0	0.24264982072733482	0.18403773413555616	1.0104124934646828	0.04716172956400198
gdna_high_ss_0.99_nrna_low	32	1025	540	22767	963	24025	9	3	1	23574.0	696.0	6599.0	0.21377433671320742	0.15692070148956516	1.01037599018645	0.04223320972393902
gdna_low_ss_0.50_nrna_high	26	1017	81	7971	936	55480	11	4	2	8988.0	0.0	12519.0	0.582089552238806	0.625333508803555	1.0054592413261525	0.11315086782376502
gdna_low_ss_0.50_nrna_high	6	988	48	10710	940	18499	14	7	1	11698.0	0.0	5705.0	0.3278170430385566	0.2491185976270696	1.016377009212979	0.08445888186014704
gdna_low_ss_0.99_nrna_zero	42	987	11	976	0	1352	8	8	1	987.0	0.0	32.0	0.03140333660451423	0.02408909276281388	1.2594489139254963	1.0
gdna_zero_ss_0.99_nrna_zero	39	983	0	983	0	1352	8	8	1	983.0	0.0	0.0	0.0	0.0	1.1838474278693822	1.0
gdna_zero_ss_0.50_nrna_zero	39	983	0	983	0	1352	8	8	1	983.0	0.0	0.0	0.0	0.0	1.1838474278693822	1.0
gdna_low_ss_0.50_nrna_zero	42	982	17	965	0	1352	8	8	1	982.0	0.0	37.0	0.03631010794896958	0.024015627982101613	1.2594489139254963	1.0
gdna_high_ss_0.50_nrna_low	32	979	511	22145	468	24025	9	3	1	23124.0	0.0	7745.0	0.25089896012180507	0.187566210765008	1.014487198022876	0.04233696592285072
gdna_low_ss_0.99_nrna_low	42	974	11	963	0	1352	8	8	1	974.0	0.0	52.0	0.050682261208576995	0.037958350512230093	1.2472278939414703	1.0
gdna_zero_ss_0.99_nrna_low	39	970	0	970	0	1352	8	8	1	970.0	0.0	13.0	0.013224821973550356	0.01635250677026328	1.1881404217020144	1.0
gdna_med_ss_0.99_nrna_low	42	967	29	938	0	1352	8	8	1	967.0	0.0	171.0	0.15026362038664323	0.09768324533445144	1.255811236109281	1.0
gdna_high_ss_0.99_nrna_zero	42	963	52	911	0	1352	8	8	1	963.0	0.0	339.0	0.26036866359447003	0.14959028644948236	1.2592211422815407	1.0
gdna_med_ss_0.99_nrna_zero	42	952	35	917	0	1352	8	8	1	952.0	0.0	235.0	0.1979780960404381	0.08240997369007041	1.2593093280909813	1.0
gdna_low_ss_0.50_nrna_low	42	943	17	926	0	1352	8	8	1	943.0	0.0	83.0	0.08089668615984405	0.060789305615277615	1.2472278939414703	1.0
gdna_high_ss_0.50_nrna_zero	42	940	82	858	0	1352	8	8	1	940.0	0.0	362.0	0.2780337941628264	0.15082725424037022	1.2592211422815407	1.0
gdna_med_ss_0.50_nrna_low	42	936	44	892	0	1352	8	8	1	936.0	0.0	202.0	0.17750439367311072	0.1171385772211395	1.255811236109281	1.0
gdna_med_ss_0.50_nrna_zero	42	935	47	888	0	1352	8	8	1	935.0	0.0	252.0	0.21229991575400167	0.08311531589901865	1.2593093280909813	1.0
gdna_med_ss_0.99_nrna_low	32	933	423	23114	1437	24025	9	3	1	23804.0	1170.0	3286.0	0.11627742392073602	0.08598320908817099	0.9939125829746912	0.03735885320733563
gdna_low_ss_0.99_nrna_high	42	931	3	928	0	1352	8	8	1	931.0	0.0	75.0	0.07455268389662027	0.09390481689223963	1.224108871664773	1.0
gdna_high_ss_0.99_nrna_low	42	929	47	882	0	1352	8	8	1	929.0	0.0	388.0	0.29460895975702356	0.1608106777476878	1.2574454398982955	1.0
gdna_zero_ss_0.99_nrna_high	39	929	0	929	0	1352	8	8	1	929.0	0.0	54.0	0.054933875890132246	0.08684913152343349	1.1851056782542	1.0
gdna_zero_ss_0.50_nrna_low	39	928	0	928	0	1352	8	8	1	928.0	0.0	55.0	0.05595116988809766	0.05119211207955405	1.1881404217020144	1.0
gdna_med_ss_0.99_nrna_high	42	927	27	900	0	1352	8	8	1	927.0	0.0	225.0	0.1953125	0.1383057556590173	1.2455320510785142	1.0
gdna_high_ss_0.99_nrna_high	42	924	41	883	0	1352	8	8	1	924.0	0.0	382.0	0.29249617151607965	0.19812961754516858	1.2516642812476508	1.0
gdna_high_ss_0.99_nrna_high	17	917	332	4527	1243	33522	14	7	2	4742.0	1360.0	7417.0	0.5486352540868408	0.5194256153607582	0.9822308933336132	0.15027859718125205
gdna_high_ss_0.50_nrna_low	42	909	68	841	0	1352	8	8	1	909.0	0.0	408.0	0.3097949886104784	0.17706069756642012	1.2574454398982955	1.0
gdna_low_ss_0.99_nrna_low	32	896	154	23454	1882	24025	9	3	1	23769.0	1721.0	1010.0	0.03811320754716981	0.0271880537878776	1.013909463303457	0.035151039623381716
gdna_zero_ss_0.50_nrna_high	6	896	0	10246	896	18499	14	7	1	11142.0	0.0	5799.0	0.34230564901717725	0.24311962508371263	1.0135242548999261	0.0804164422904326
gdna_high_ss_0.50_nrna_low	52	871	760	67978	111	30370	4	1	1	68849.0	0.0	7637.0	0.09984833825798185	0.09618709962935008	1.0108728297893164	0.012650873651033422
gdna_high_ss_0.50_nrna_zero	24	861	861	110252	0	28337	15	5	1	111113.0	0.0	6088.0	0.05194494927517683	0.04732367248674139	1.0123673361411558	0.007748868269239423
gdna_low_ss_0.99_nrna_high	1	854	171	4720	3806	24255	5	1	1	4842.0	3855.0	1375.0	0.13651707704527402	0.09917922248570916	1.0124900394260394	0.09819477980912958
gdna_med_ss_0.50_nrna_high	42	845	33	812	0	1352	8	8	1	845.0	0.0	307.0	0.2664930555555556	0.24005161736868277	1.2455320510785142	1.0
gdna_high_ss_0.99_nrna_zero	21	843	843	78437	0	32111	7	3	2	79280.0	0.0	7001.0	0.08114185046533999	0.08203224227817141	1.0109137453522132	0.010633198789101917
gdna_zero_ss_0.50_nrna_high	25	832	0	7528	832	55480	11	4	2	8360.0	0.0	11749.0	0.5842657516534885	0.6212269754395726	1.0045064464050553	0.09952153110047847
gdna_low_ss_0.50_nrna_high	42	826	4	822	0	1352	8	8	1	826.0	0.0	180.0	0.17892644135188868	0.2212936072546582	1.224108871664773	1.0
gdna_high_ss_0.50_nrna_high	42	825	57	768	0	1352	8	8	1	825.0	0.0	481.0	0.3683001531393568	0.28350530505159277	1.2516642812476508	1.0
gdna_med_ss_0.99_nrna_high	17	803	214	4642	1444	33522	14	7	2	4796.0	1504.0	3820.0	0.3774703557312253	0.38225122427811925	1.0099019302831727	0.12746031746031747
gdna_low_ss_0.99_nrna_low	5	778	237	10779	2698	36477	13	5	1	10966.0	2748.0	1469.0	0.09675294737535402	0.06643246173203297	1.009160085163299	0.056730348548928104
gdna_high_ss_0.50_nrna_zero	15	771	771	177828	0	56271	19	8	2	178599.0	0.0	11325.0	0.05962911480381626	0.059030273551693976	1.0062277005826064	0.004316933465472931
gdna_high_ss_0.50_nrna_zero	52	770	770	68287	0	30370	4	1	1	69057.0	0.0	6919.0	0.0910682320732863	0.07854564056750124	1.0115394193632603	0.01115020924743328
gdna_med_ss_0.50_nrna_low	32	751	264	22615	487	24025	9	3	1	23366.0	0.0	4894.0	0.17317763623496107	0.12062253424618707	1.0143947852230817	0.03214071728152016
gdna_zero_ss_0.99_nrna_low	30	743	0	23568	2158	24025	9	3	1	23757.0	1969.0	180.0	0.006948197328804138	0.004976200185786237	1.0105681057739189	0.028881287413511623
gdna_low_ss_0.99_nrna_high	17	711	78	4733	1665	33522	14	7	2	4863.0	1613.0	1101.0	0.14530816946020852	0.1921327119087119	1.0090366315645751	0.10978999382334774
gdna_high_ss_0.50_nrna_high	10	695	181	7834	514	11338	5	2	1	8529.0	0.0	5812.0	0.40527159891220976	0.31907982495675047	1.0300093070278051	0.08148669246101536
gdna_zero_ss_0.50_nrna_high	39	689	0	689	0	1352	8	8	1	689.0	0.0	294.0	0.2990844354018311	0.25223770832399717	1.1851056782542	1.0
gdna_zero_ss_0.99_nrna_high	1	686	0	4771	4148	24255	5	1	1	4753.0	4166.0	525.0	0.05559085133418043	0.04231729997807017	0.9731598527754712	0.07691445229285794
gdna_med_ss_0.50_nrna_zero	21	682	682	78820	0	32111	7	3	2	79502.0	0.0	3584.0	0.04313602773030354	0.04309331475748774	1.0109169694827038	0.008578400543382556
gdna_high_ss_0.99_nrna_low	52	681	568	68934	113	30370	4	1	1	69615.0	0.0	6871.0	0.08983343356954214	0.07968513165883592	1.0046162500918925	0.009782374488256841
gdna_zero_ss_0.99_nrna_high	16	679	0	4788	1773	33522	14	7	2	4845.0	1716.0	142.0	0.021184544233925108	0.0769985682877163	0.7377836468800477	0.10349032159731748
gdna_high_ss_0.50_nrna_low	5	671	353	9856	318	36477	13	5	1	10527.0	0.0	11174.0	0.5149071471360767	0.4142765974854311	1.009541594026745	0.06374085684430512
gdna_zero_ss_0.99_nrna_low	5	647	0	10850	3223	36477	13	5	1	10903.0	3170.0	182.0	0.012767450017537705	0.006945039826138169	1.006953483160266	0.045974561216513894
gdna_high_ss_0.50_nrna_low	4	645	614	83166	31	18721	15	5	1	83811.0	0.0	4389.0	0.049761904761904764	0.05332251246517815	1.017347849623583	0.0076958871747145365
gdna_high_ss_0.99_nrna_zero	24	643	643	110629	0	28337	15	5	1	111272.0	0.0	5929.0	0.05058830556053276	0.04713632328026545	1.0123673361411558	0.0057786325400819615
gdna_high_ss_0.99_nrna_zero	15	615	615	177942	0	56271	19	8	2	178557.0	0.0	11367.0	0.05985025589183041	0.05881321154580384	1.0062277005826064	0.003444278297686453
gdna_low_ss_0.50_nrna_low	32	599	112	22963	665	24025	9	3	1	23545.0	195.0	2760.0	0.10415094339622641	0.06296861928293405	1.013909463303457	0.02523167649536647
gdna_high_ss_0.50_nrna_zero	4	599	599	83376	0	18721	15	5	1	83975.0	0.0	4113.0	0.046691944419217146	0.04326678253971045	1.0187200531343803	0.0071330753200357245
gdna_high_ss_0.50_nrna_low	26	597	495	8585	102	55480	11	4	2	9182.0	0.0	12912.0	0.5844120575721915	0.6150920037380465	1.0044955265785789	0.06501851448486169
gdna_med_ss_0.50_nrna_high	10	597	96	7888	501	11338	5	2	1	8485.0	0.0	4640.0	0.3535238095238095	0.2650841265591713	1.0292777390963772	0.07035945786682381
gdna_high_ss_0.50_nrna_zero	27	596	596	71978	0	31751	13	4	1	72574.0	0.0	6704.0	0.08456318272408486	0.08182252726946439	1.0110374936487718	0.008212307437925427
gdna_high_ss_0.50_nrna_low	43	588	393	14035	195	10807	9	4	2	14623.0	0.0	3431.0	0.19004098814667109	0.13871248205897044	1.0322070437242756	0.040210627094303494
gdna_high_ss_0.50_nrna_low	39	585	585	65248	0	32604	13	4	1	65833.0	0.0	7343.0	0.10034710834153274	0.11150665871856863	0.9873636307113406	0.008886120942384518
gdna_high_ss_0.50_nrna_low	27	573	573	71653	0	31751	13	4	1	72226.0	0.0	7097.0	0.08946963680143212	0.09989515962484805	0.9931405697519263	0.007933431174369341
gdna_high_ss_0.50_nrna_high	39	570	543	64782	27	32604	13	4	1	65352.0	0.0	8153.0	0.11091762465138426	0.18753221812029178	0.9839249980707425	0.008721997796547925
gdna_high_ss_0.50_nrna_zero	41	565	565	5480	0	50745	4	2	2	6045.0	0.0	10858.0	0.6423711767141927	0.6428088394215352	1.0069059367698372	0.0934656741108354
gdna_high_ss_0.50_nrna_zero	26	561	561	8662	0	55480	11	4	2	9223.0	0.0	12005.0	0.5655266628980592	0.5180644420893749	1.0063164986195943	0.06082619538111243
gdna_med_ss_0.50_nrna_low	52	552	446	68768	106	30370	4	1	1	69320.0	0.0	4143.0	0.0563957366293236	0.05894211968148733	1.0077963552629066	0.007963069821119446
gdna_high_ss_0.99_nrna_zero	52	551	551	69072	0	30370	4	1	1	69623.0	0.0	6353.0	0.08361851110877119	0.07823642498855075	1.0115394193632603	0.007914051391063298
gdna_high_ss_0.50_nrna_zero	32	547	547	22485	0	24025	9	3	1	23032.0	0.0	5432.0	0.19083754918493537	0.16537914422103325	1.01458711368131	0.023749565821465788
gdna_low_ss_0.50_nrna_high	10	537	15	7901	522	11338	5	2	1	8438.0	0.0	3824.0	0.3118577719784701	0.2193474848190113	1.0267219707357436	0.06364067314529509
gdna_high_ss_0.50_nrna_zero	34	536	536	35879	0	33391	10	4	2	36415.0	0.0	7139.0	0.1639114662258346	0.1642023294956124	1.010495361725058	0.014719209117122064
gdna_high_ss_0.50_nrna_zero	39	531	531	65545	0	32604	13	4	1	66076.0	0.0	7019.0	0.09602571995348519	0.09175750880333766	1.0107487125889474	0.008036200738543496
gdna_high_ss_0.50_nrna_low	41	529	529	5270	0	50745	4	2	2	5799.0	0.0	11179.0	0.6584403345505949	0.7810883964719616	0.9915070627906933	0.09122262459044662
gdna_med_ss_0.50_nrna_low	5	525	181	10161	344	36477	13	5	1	10686.0	0.0	7356.0	0.40771533089457934	0.295921707820855	1.0094805655818038	0.04912970241437395
gdna_high_ss_0.50_nrna_high	1	517	195	4038	322	24255	5	1	1	4555.0	0.0	9793.0	0.6825341511011987	0.7210242878754359	1.014027606354135	0.11350164654226125
gdna_med_ss_0.99_nrna_zero	21	516	516	79135	0	32111	7	3	2	79651.0	0.0	3435.0	0.04134270514888188	0.04289211646770448	1.0109169694827038	0.006478261415424791
gdna_high_ss_0.99_nrna_low	4	512	481	83655	31	18721	15	5	1	84167.0	0.0	4033.0	0.04572562358276644	0.04443126841439602	1.0172007296354904	0.006083144225171385
gdna_high_ss_0.50_nrna_low	6	509	429	11300	80	18499	14	7	1	11809.0	0.0	4882.0	0.29249296027799415	0.2652111607010813	1.01881494605926	0.04310271826572953
gdna_high_ss_0.50_nrna_zero	44	493	493	93939	0	19206	15	5	1	94432.0	0.0	3927.0	0.039925172073729906	0.03827794714607011	1.0182473116244466	0.005220687902405964
gdna_high_ss_0.50_nrna_high	17	491	162	4191	329	33522	14	7	2	4682.0	0.0	8837.0	0.6536726089207782	0.9768363934049273	0.969530480014251	0.10486971379752243
gdna_zero_ss_0.50_nrna_high	10	490	0	7708	490	11338	5	2	1	8198.0	0.0	3769.0	0.3149494443051726	0.20937910833964418	1.0220689393872815	0.05977067577457917
gdna_high_ss_0.50_nrna_zero	6	471	471	11528	0	18499	14	7	1	11999.0	0.0	4256.0	0.26182713011381115	0.22143891109948544	1.0189447120436255	0.0392532711059255
gdna_high_ss_0.99_nrna_high	39	466	439	65940	27	32604	13	4	1	66406.0	0.0	7099.0	0.09657846405006462	0.0956785102878974	0.9913970681107259	0.00701743818329669
gdna_high_ss_0.50_nrna_high	41	465	465	4642	0	50745	4	2	2	5107.0	0.0	11817.0	0.6982391869534389	1.236740700881372	0.9379882502604784	0.09105149794399843
gdna_high_ss_0.99_nrna_low	43	464	290	14497	176	10807	9	4	2	14959.0	4.0	3091.0	0.17120859643292347	0.12078079811275406	1.0315012061074633	0.031009824233108333
gdna_high_ss_0.50_nrna_zero	43	457	457	14260	0	10807	9	4	2	14717.0	0.0	2745.0	0.1571984881456878	0.1185898207060584	1.0324291807239696	0.031052524291635523
gdna_high_ss_0.50_nrna_low	34	457	457	35706	0	33391	10	4	2	36163.0	0.0	7507.0	0.17190290817494847	0.19929296053560672	0.9993215497164151	0.012637225893869425
gdna_med_ss_0.50_nrna_zero	24	453	453	110980	0	28337	15	5	1	111433.0	0.0	2995.0	0.026173663788583212	0.024368968869741596	1.012371057637071	0.004065223048827547
gdna_med_ss_0.50_nrna_zero	52	449	449	69306	0	30370	4	1	1	69755.0	0.0	3256.0	0.044596019777841694	0.04108582567056132	1.0115428575764367	0.006436814565264138
gdna_zero_ss_0.50_nrna_low	30	449	0	22761	449	24025	9	3	1	23210.0	0.0	2696.0	0.10406855554697754	0.04427373508256128	1.0105681057739189	0.01934510986643688
gdna_high_ss_0.99_nrna_zero	27	447	447	72312	0	31751	13	4	1	72759.0	0.0	6519.0	0.08222962234163324	0.08155376539061755	1.0110374936487718	0.00614356986764524
gdna_high_ss_0.99_nrna_low	39	447	447	65986	0	32604	13	4	1	66433.0	0.0	6743.0	0.092147698699027	0.09253766710106115	0.9986800936799665	0.006728583685818795
gdna_high_ss_0.99_nrna_zero	4	445	445	83701	0	18721	15	5	1	84146.0	0.0	3942.0	0.044750703841612935	0.04309709658064078	1.0187200531343803	0.005288427257385972
gdna_med_ss_0.50_nrna_zero	15	442	442	178374	0	56271	19	8	2	178816.0	0.0	5613.0	0.030434476139869545	0.030561952231252024	1.006229321320543	0.0024718146027201144
gdna_high_ss_0.99_nrna_low	27	433	433	72270	0	31751	13	4	1	72703.0	0.0	6620.0	0.08345624850295627	0.08321763338641891	1.005583977851568	0.005955737727466542
gdna_med_ss_0.50_nrna_high	1	428	87	4143	341	24255	5	1	1	4571.0	0.0	7357.0	0.6167840375586855	0.6644071582385774	1.0136854353565068	0.09363377816670312
gdna_high_ss_0.99_nrna_low	26	426	306	9129	120	55480	11	4	2	9555.0	0.0	12539.0	0.5675296460577532	0.5082327630301118	1.001934763074942	0.0445839874411303
gdna_med_ss_0.99_nrna_low	52	423	317	69434	106	30370	4	1	1	69857.0	0.0	3606.0	0.0490859344159645	0.04158434712435131	0.9904351681420972	0.0060552271068039
gdna_med_ss_0.50_nrna_low	26	415	309	9027	106	55480	11	4	2	9442.0	0.0	7131.0	0.43027816327762025	0.48458532493850454	1.0036964834008482	0.043952552425333614
gdna_med_ss_0.50_nrna_high	17	414	74	4283	340	33522	14	7	2	4697.0	0.0	5423.0	0.5358695652173913	0.9550171511615312	0.9338018018320305	0.08814136682989142
gdna_low_ss_0.50_nrna_low	5	412	85	10452	614	36477	13	5	1	10836.0	315.0	4032.0	0.26556016597510373	0.17460794855805126	1.009160085163299	0.03694735898125728
gdna_med_ss_0.50_nrna_low	43	410	210	14457	200	10807	9	4	2	14867.0	0.0	2012.0	0.11920137448901001	0.0861823198686196	1.032002182389203	0.027577856998722002
gdna_low_ss_0.50_nrna_high	17	393	35	4347	358	33522	14	7	2	4740.0	0.0	2837.0	0.3744225946944701	0.8767667931852902	0.8300565413581511	0.08291139240506329
gdna_high_ss_0.99_nrna_zero	41	391	391	5923	0	50745	4	2	2	6314.0	0.0	10589.0	0.6264568419807135	0.6402625372864909	1.0069059367698372	0.06192587899904973
gdna_high_ss_0.50_nrna_zero	5	386	386	10120	0	36477	13	5	1	10506.0	0.0	7735.0	0.424044734389562	0.39606511751443285	1.0096073977429008	0.0367409099562155
gdna_med_ss_0.99_nrna_low	43	386	217	14842	289	10807	9	4	2	15174.0	174.0	1531.0	0.09070442561763138	0.06683335452874119	1.032002182389203	0.025149856658848058
gdna_low_ss_0.50_nrna_high	1	383	23	4124	360	24255	5	1	1	4507.0	0.0	5565.0	0.5525218427323273	0.6077352270748391	1.0124900394260394	0.08497892167739073
